gene	databases_count	databases_list
AGL	3	"peptideatlas, hpa_ms, paxdb"
AGMAT	3	"peptideatlas, hpa_ms, paxdb"
AGXT2	3	"peptideatlas, hpa_ms, paxdb"
AHCYL1	3	"peptideatlas, hpa_ms, paxdb"
AHNAK2	3	"peptideatlas, hpa_ms, paxdb"
AHSA1	3	"peptideatlas, hpa_ms, paxdb"
AIDA	3	"peptideatlas, hpa_ms, quantms"
AIMP1	3	"peptideatlas, hpa_ms, paxdb"
AIMP2	3	"peptideatlas, hpa_ms, paxdb"
AIP	3	"peptideatlas, hpa_ms, paxdb"
AKAP13	3	"peptideatlas, hpa_ms, paxdb"
AKAP8	3	"peptideatlas, hpa_ms, paxdb"
AKR1B10	3	"peptideatlas, hpa_ms, paxdb"
AKR1C3	3	"peptideatlas, hpa_ms, paxdb"
AKR1D1	3	"peptideatlas, hpa_ms, paxdb"
ALB	3	"peptideatlas, gpmdb, paxdb"
ALDH18A1	3	"peptideatlas, hpa_ms, paxdb"
ALDH1B1	3	"peptideatlas, hpa_ms, paxdb"
ALDH3A2	3	"peptideatlas, hpa_ms, paxdb"
ALDH5A1	3	"peptideatlas, hpa_ms, paxdb"
ALDH7A1	3	"peptideatlas, hpa_ms, paxdb"
ALDH8A1	3	"peptideatlas, hpa_ms, paxdb"
ALDH9A1	3	"peptideatlas, hpa_ms, paxdb"
ALG1	3	"peptideatlas, hpa_ms, paxdb"
ALOX12	3	"peptideatlas, hpa_ms, paxdb"
AMACR	3	"peptideatlas, hpa_ms, paxdb"
AMDHD1	3	"peptideatlas, hpa_ms, paxdb"
AMDHD2	3	"peptideatlas, hpa_ms, paxdb"
AMPD1	3	"peptideatlas, hpa_ms, paxdb"
AMPD2	3	"peptideatlas, hpa_ms, paxdb"
ANGPTL8	3	"peptideatlas, hpa_ms, quantms"
ANKRD2	3	"peptideatlas, hpa_ms, quantms"
ANO6	3	"peptideatlas, hpa_ms, paxdb"
ANP32B	3	"peptideatlas, hpa_ms, paxdb"
ANP32E	3	"peptideatlas, hpa_ms, paxdb"
ANXA6	3	"peptideatlas, hpa_ms, paxdb"
AOX1	3	"peptideatlas, hpa_ms, paxdb"
AP1B1	3	"peptideatlas, hpa_ms, paxdb"
AP1M1	3	"peptideatlas, hpa_ms, paxdb"
AP2A1	3	"peptideatlas, hpa_ms, paxdb"
AP2M1	3	"peptideatlas, hpa_ms, paxdb"
AP3B1	3	"peptideatlas, hpa_ms, paxdb"
AP3D1	3	"peptideatlas, hpa_ms, quantms"
APEH	3	"peptideatlas, hpa_ms, paxdb"
API5	3	"peptideatlas, hpa_ms, paxdb"
APIP	3	"peptideatlas, hpa_ms, paxdb"
APPL2	3	"peptideatlas, hpa_ms, paxdb"
ARAP1	3	"peptideatlas, hpa_ms, paxdb"
ARF6	3	"peptideatlas, hpa_ms, paxdb"
ARHGAP10	3	"peptideatlas, paxdb, quantms"
ARHGAP17	3	"peptideatlas, hpa_ms, paxdb"
ARHGAP21	3	"peptideatlas, paxdb, quantms"
ARHGAP45	3	"peptideatlas, hpa_ms, paxdb"
ARIH2	3	"peptideatlas, hpa_ms, paxdb"
ARL1	3	"peptideatlas, hpa_ms, paxdb"
ARL3	3	"peptideatlas, hpa_ms, paxdb"
ARL6IP5	3	"peptideatlas, hpa_ms, paxdb"
ARMT1	3	"peptideatlas, hpa_ms, paxdb"
ARPC1A	3	"peptideatlas, hpa_ms, paxdb"
ARPP19	3	"peptideatlas, hpa_ms, paxdb"
ARSG	3	"peptideatlas, hpa_ms, paxdb"
ASNS	3	"peptideatlas, hpa_ms, paxdb"
ASPDH	3	"peptideatlas, hpa_ms, paxdb"
ASPH	3	"peptideatlas, hpa_ms, paxdb"
ATAD3A	3	"peptideatlas, hpa_ms, paxdb"
ATG3	3	"peptideatlas, hpa_ms, paxdb"
ATG4B	3	"peptideatlas, paxdb, quantms"
ATG9A	3	"peptideatlas, paxdb, quantms"
ATL3	3	"peptideatlas, hpa_ms, paxdb"
ATP1A2	3	"peptideatlas, hpa_ms, paxdb"
ATP1A3	3	"peptideatlas, hpa_ms, paxdb"
ATP1B3	3	"peptideatlas, hpa_ms, paxdb"
ATP1B4	3	"peptideatlas, paxdb, quantms"
ATP2A2	3	"peptideatlas, hpa_ms, paxdb"
ATP2A3	3	"peptideatlas, hpa_ms, paxdb"
ATP2B1	3	"peptideatlas, hpa_ms, paxdb"
ATP5F1C	3	"peptideatlas, hpa_ms, paxdb"
ATP5F1D	3	"peptideatlas, hpa_ms, paxdb"
ATP5MF	3	"peptideatlas, hpa_ms, paxdb"
ATP5MG	3	"peptideatlas, hpa_ms, paxdb"
ATP5MK	3	"peptideatlas, hpa_ms, paxdb"
ATP5PB	3	"peptideatlas, hpa_ms, paxdb"
ATP5PD	3	"peptideatlas, hpa_ms, paxdb"
ATP5PF	3	"peptideatlas, hpa_ms, paxdb"
ATP6V1B2	3	"peptideatlas, hpa_ms, paxdb"
ATP6V1C1	3	"peptideatlas, hpa_ms, paxdb"
ATP6V1G1	3	"peptideatlas, hpa_ms, paxdb"
ATP6V1H	3	"peptideatlas, hpa_ms, paxdb"
B2M	3	"peptideatlas, hpa_ms, gpmdb"
B3GNT5	3	"peptideatlas, hpa_ms, paxdb"
B4GALT3	3	"peptideatlas, hpa_ms, paxdb"
BAAT	3	"peptideatlas, hpa_ms, paxdb"
BANF1	3	"peptideatlas, hpa_ms, paxdb"
BBOX1	3	"peptideatlas, hpa_ms, paxdb"
BCAP31	3	"peptideatlas, hpa_ms, paxdb"
BCKDHA	3	"peptideatlas, hpa_ms, paxdb"
BCLAF1	3	"peptideatlas, hpa_ms, paxdb"
BDH2	3	"peptideatlas, hpa_ms, paxdb"
BDNF	3	"peptideatlas, hpa_ms, paxdb"
BLVRA	3	"peptideatlas, hpa_ms, paxdb"
BMP2	3	"peptideatlas, hpa_ms, paxdb"
BMP4	3	"peptideatlas, hpa_pea, paxdb"
BMPER	3	"peptideatlas, hpa_ms, quantms"
BOP1	3	"peptideatlas, hpa_ms, paxdb"
BORCS6	3	"peptideatlas, hpa_ms, paxdb"
BPHL	3	"peptideatlas, hpa_ms, paxdb"
BPI	3	"peptideatlas, hpa_ms, paxdb"
BPIFA2	3	"peptideatlas, hpa_ms, paxdb"
BPNT1	3	"peptideatlas, hpa_ms, paxdb"
BPNT2	3	"peptideatlas, hpa_ms, paxdb"
BRCC3	3	"peptideatlas, gpmdb, paxdb"
BRIX1	3	"peptideatlas, hpa_ms, paxdb"
BROX	3	"peptideatlas, hpa_ms, paxdb"
BSDC1	3	"peptideatlas, hpa_ms, paxdb"
BTF3L4	3	"peptideatlas, hpa_ms, paxdb"
BTLA	3	"peptideatlas, hpa_ms, paxdb"
BUB3	3	"peptideatlas, hpa_ms, paxdb"
C11ORF54	3	"peptideatlas, paxdb, quantms"
C1ORF198	3	"peptideatlas, paxdb, quantms"
C1QB	3	"peptideatlas, gpmdb, quantms"
C1QBP	3	"peptideatlas, hpa_ms, paxdb"
C1R	3	"peptideatlas, gpmdb, quantms"
C2ORF88	3	"peptideatlas, paxdb, quantms"
CACYBP	3	"peptideatlas, hpa_ms, paxdb"
CADM4	3	"peptideatlas, hpa_ms, paxdb"
CAMK1	3	"peptideatlas, hpa_ms, paxdb"
CAPNS2	3	"peptideatlas, hpa_ms, paxdb"
CAPRIN1	3	"peptideatlas, hpa_ms, paxdb"
CARM1	3	"peptideatlas, hpa_ms, paxdb"
CARS1	3	"peptideatlas, hpa_ms, paxdb"
CASP6	3	"peptideatlas, paxdb, quantms"
CASQ1	3	"peptideatlas, hpa_ms, paxdb"
CAV1	3	"peptideatlas, hpa_ms, paxdb"
CAVIN1	3	"peptideatlas, hpa_ms, paxdb"
CBFB	3	"peptideatlas, hpa_ms, paxdb"
CBLN2	3	"peptideatlas, hpa_ms, paxdb"
CBR3	3	"peptideatlas, hpa_ms, paxdb"
CBS	3	"peptideatlas, hpa_ms, paxdb"
CBX1	3	"peptideatlas, hpa_ms, paxdb"
CBX3	3	"peptideatlas, hpa_ms, paxdb"
CBX5	3	"peptideatlas, hpa_ms, paxdb"
CCAR2	3	"peptideatlas, hpa_ms, paxdb"
CCDC47	3	"peptideatlas, paxdb, quantms"
CCDC6	3	"peptideatlas, hpa_ms, paxdb"
CCK	3	"peptideatlas, hpa_ms, paxdb"
CCN5	3	"peptideatlas, hpa_ms, paxdb"
CCT8	3	"peptideatlas, hpa_ms, paxdb"
CD160	3	"peptideatlas, hpa_pea, paxdb"
CD177	3	"peptideatlas, paxdb, quantms"
CD1A	3	"peptideatlas, hpa_ms, paxdb"
CD1B	3	"peptideatlas, hpa_ms, paxdb"
CD1D	3	"peptideatlas, hpa_ms, paxdb"
CD226	3	"peptideatlas, hpa_ms, paxdb"
CD320	3	"peptideatlas, hpa_ms, paxdb"
CD68	3	"peptideatlas, hpa_ms, paxdb"
CD81	3	"peptideatlas, hpa_ms, paxdb"
CD99L2	3	"peptideatlas, hpa_ms, hpa_pea"
CDH16	3	"peptideatlas, hpa_ms, paxdb"
CDK1	3	"peptideatlas, hpa_ms, paxdb"
CDK2	3	"peptideatlas, hpa_ms, paxdb"
CDK6	3	"peptideatlas, hpa_ms, paxdb"
CEL	3	"peptideatlas, hpa_ms, paxdb"
CELA2A	3	"peptideatlas, hpa_ms, paxdb"
CHCHD3	3	"peptideatlas, hpa_ms, paxdb"
CHMP2A	3	"peptideatlas, hpa_ms, paxdb"
CHMP4B	3	"peptideatlas, hpa_ms, paxdb"
CHMP5	3	"peptideatlas, hpa_ms, paxdb"
CHPF	3	"peptideatlas, hpa_ms, paxdb"
CHST11	3	"peptideatlas, hpa_ms, paxdb"
CHST15	3	"peptideatlas, hpa_ms, paxdb"
CIRBP	3	"peptideatlas, hpa_ms, paxdb"
CISD1	3	"peptideatlas, hpa_ms, paxdb"
CKAP5	3	"peptideatlas, hpa_ms, paxdb"
CKMT2	3	"peptideatlas, hpa_ms, paxdb"
CLCA1	3	"peptideatlas, hpa_ms, paxdb"
CLDN5	3	"peptideatlas, hpa_ms, paxdb"
CLIP1	3	"peptideatlas, hpa_ms, paxdb"
CLNS1A	3	"peptideatlas, hpa_ms, paxdb"
CLPX	3	"peptideatlas, hpa_ms, paxdb"
CLTC	3	"peptideatlas, hpa_ms, gpmdb"
CMA1	3	"peptideatlas, hpa_ms, quantms"
CMBL	3	"peptideatlas, hpa_ms, paxdb"
CNMD	3	"peptideatlas, hpa_ms, paxdb"
CNN1	3	"peptideatlas, hpa_ms, paxdb"
CNN3	3	"peptideatlas, hpa_ms, paxdb"
CNPY3	3	"peptideatlas, hpa_ms, paxdb"
COASY	3	"peptideatlas, hpa_ms, paxdb"
COL6A5	3	"peptideatlas, gpmdb, quantms"
COL9A2	3	"peptideatlas, hpa_ms, paxdb"
COLGALT1	3	"peptideatlas, hpa_ms, paxdb"
COPA	3	"peptideatlas, hpa_ms, paxdb"
COPB1	3	"peptideatlas, hpa_ms, paxdb"
COPB2	3	"peptideatlas, hpa_ms, paxdb"
COPG1	3	"peptideatlas, hpa_ms, paxdb"
COPS2	3	"peptideatlas, hpa_ms, paxdb"
COPS3	3	"peptideatlas, hpa_ms, paxdb"
COPS4	3	"peptideatlas, hpa_ms, paxdb"
COPS5	3	"peptideatlas, hpa_ms, paxdb"
COPS6	3	"peptideatlas, hpa_ms, paxdb"
COPS7A	3	"peptideatlas, hpa_ms, paxdb"
COPS7B	3	"peptideatlas, hpa_ms, paxdb"
COPS8	3	"peptideatlas, hpa_ms, paxdb"
COPZ1	3	"peptideatlas, hpa_ms, paxdb"
COX17	3	"peptideatlas, hpa_ms, paxdb"
COX4I1	3	"peptideatlas, hpa_ms, paxdb"
COX6A1	3	"peptideatlas, hpa_ms, paxdb"
COX6C	3	"peptideatlas, hpa_ms, paxdb"
COX7A2	3	"peptideatlas, hpa_ms, paxdb"
COX7C	3	"peptideatlas, hpa_ms, paxdb"
CPNE1	3	"peptideatlas, hpa_ms, paxdb"
CPSF6	3	"peptideatlas, hpa_ms, paxdb"
CPSF7	3	"peptideatlas, hpa_ms, paxdb"
CPT1A	3	"peptideatlas, hpa_ms, paxdb"
CPXM2	3	"peptideatlas, hpa_ms, paxdb"
CRK	3	"peptideatlas, hpa_ms, paxdb"
CRTC2	3	"peptideatlas, hpa_ms, paxdb"
CRYAB	3	"peptideatlas, hpa_ms, paxdb"
CRYM	3	"peptideatlas, hpa_ms, paxdb"
CS	3	"peptideatlas, hpa_ms, paxdb"
CSAD	3	"peptideatlas, hpa_ms, paxdb"
CSE1L	3	"peptideatlas, hpa_ms, paxdb"
CSF3R	3	"peptideatlas, hpa_ms, paxdb"
CSK	3	"peptideatlas, hpa_ms, paxdb"
CSNK2B	3	"peptideatlas, hpa_ms, paxdb"
CSRP2	3	"peptideatlas, hpa_ms, paxdb"
CST5	3	"peptideatlas, hpa_pea, paxdb"
CTH	3	"peptideatlas, hpa_ms, paxdb"
CTHRC1	3	"peptideatlas, hpa_ms, paxdb"
CTNNA1	3	"peptideatlas, hpa_ms, paxdb"
CTNNB1	3	"peptideatlas, hpa_ms, paxdb"
CTNNBIP1	3	"peptideatlas, hpa_ms, paxdb"
CTNND1	3	"peptideatlas, hpa_ms, paxdb"
CTPS2	3	"peptideatlas, hpa_ms, paxdb"
CTSK	3	"peptideatlas, hpa_ms, paxdb"
CUBN	3	"peptideatlas, hpa_ms, paxdb"
CUL2	3	"peptideatlas, hpa_ms, paxdb"
CUL3	3	"peptideatlas, hpa_ms, paxdb"
CUL4A	3	"peptideatlas, hpa_ms, paxdb"
CUL4B	3	"peptideatlas, hpa_ms, paxdb"
CYB5B	3	"peptideatlas, hpa_ms, paxdb"
CYB5R3	3	"peptideatlas, hpa_ms, paxdb"
CYBB	3	"peptideatlas, hpa_ms, paxdb"
CYFIP1	3	"peptideatlas, hpa_ms, paxdb"
CYFIP2	3	"peptideatlas, hpa_ms, quantms"
CYRIB	3	"peptideatlas, hpa_ms, paxdb"
DARS1	3	"peptideatlas, hpa_ms, paxdb"
DAZAP1	3	"peptideatlas, hpa_ms, paxdb"
DCBLD1	3	"peptideatlas, hpa_ms, paxdb"
DCTN4	3	"peptideatlas, paxdb, quantms"
DCUN1D1	3	"peptideatlas, hpa_ms, paxdb"
DDAH2	3	"peptideatlas, hpa_ms, paxdb"
DDI2	3	"peptideatlas, hpa_ms, paxdb"
DDOST	3	"peptideatlas, hpa_ms, paxdb"
DDR2	3	"peptideatlas, hpa_ms, paxdb"
DDX1	3	"peptideatlas, hpa_ms, paxdb"
DDX17	3	"peptideatlas, hpa_ms, paxdb"
DDX18	3	"peptideatlas, hpa_ms, paxdb"
DDX23	3	"peptideatlas, hpa_ms, paxdb"
DDX39A	3	"peptideatlas, hpa_ms, paxdb"
DDX39B	3	"peptideatlas, hpa_ms, paxdb"
DDX3X	3	"peptideatlas, hpa_ms, paxdb"
DDX6	3	"peptideatlas, hpa_ms, paxdb"
DEFB1	3	"peptideatlas, hpa_ms, paxdb"
DENR	3	"peptideatlas, hpa_ms, paxdb"
DGCR2	3	"peptideatlas, hpa_ms, paxdb"
DHX15	3	"peptideatlas, hpa_ms, paxdb"
DHX30	3	"peptideatlas, hpa_ms, paxdb"
DIAPH1	3	"peptideatlas, hpa_ms, gpmdb"
DIPK2B	3	"peptideatlas, hpa_ms, paxdb"
DKC1	3	"peptideatlas, hpa_ms, paxdb"
DLAT	3	"peptideatlas, hpa_ms, paxdb"
DLGAP4	3	"peptideatlas, paxdb, quantms"
DLK2	3	"peptideatlas, hpa_ms, paxdb"
DLST	3	"peptideatlas, hpa_ms, paxdb"
DNAJA1	3	"peptideatlas, hpa_ms, paxdb"
DNAJA3	3	"peptideatlas, hpa_ms, paxdb"
DNAJB11	3	"peptideatlas, hpa_ms, paxdb"
DNAJB4	3	"peptideatlas, hpa_ms, paxdb"
DNAJC5	3	"peptideatlas, paxdb, quantms"
DNAJC7	3	"peptideatlas, hpa_ms, paxdb"
DNASE1	3	"peptideatlas, hpa_ms, paxdb"
DNASE1L1	3	"peptideatlas, hpa_ms, paxdb"
DNASE1L3	3	"peptideatlas, hpa_ms, paxdb"
DOCK2	3	"peptideatlas, hpa_ms, gpmdb"
DPYD	3	"peptideatlas, hpa_ms, paxdb"
DTD1	3	"peptideatlas, hpa_ms, paxdb"
DUSP14	3	"peptideatlas, hpa_ms, paxdb"
DUT	3	"peptideatlas, hpa_ms, paxdb"
DYNC1H1	3	"peptideatlas, hpa_ms, paxdb"
DYNC1I2	3	"peptideatlas, hpa_ms, paxdb"
DYNC1LI1	3	"peptideatlas, hpa_ms, paxdb"
DYNC1LI2	3	"peptideatlas, hpa_ms, paxdb"
DYNLL1	3	"peptideatlas, hpa_ms, paxdb"
DYNLL2	3	"peptideatlas, hpa_ms, paxdb"
DYSF	3	"peptideatlas, hpa_ms, paxdb"
EBNA1BP2	3	"peptideatlas, hpa_ms, paxdb"
ECHDC2	3	"peptideatlas, hpa_ms, paxdb"
ECHDC3	3	"peptideatlas, hpa_ms, paxdb"
ECPAS	3	"peptideatlas, hpa_ms, paxdb"
ECRG4	3	"peptideatlas, hpa_ms, paxdb"
EDC4	3	"peptideatlas, hpa_ms, paxdb"
EDF1	3	"peptideatlas, hpa_ms, paxdb"
EEF1D	3	"peptideatlas, hpa_ms, paxdb"
EEF1E1	3	"peptideatlas, hpa_ms, paxdb"
EFCAB14	3	"peptideatlas, hpa_ms, paxdb"
EFEMP2	3	"peptideatlas, hpa_ms, paxdb"
EFHD2	3	"peptideatlas, hpa_ms, paxdb"
EFNA5	3	"peptideatlas, hpa_ms, paxdb"
EFNB2	3	"peptideatlas, hpa_ms, gpmdb"
EFNB3	3	"peptideatlas, hpa_ms, paxdb"
EFTUD2	3	"peptideatlas, hpa_ms, paxdb"
EHD2	3	"peptideatlas, hpa_ms, paxdb"
EHD4	3	"peptideatlas, hpa_ms, paxdb"
EIF1	3	"peptideatlas, hpa_ms, paxdb"
EIF2AK2	3	"peptideatlas, hpa_ms, paxdb"
EIF2B1	3	"peptideatlas, hpa_ms, paxdb"
EIF2B2	3	"peptideatlas, hpa_ms, paxdb"
EIF2S1	3	"peptideatlas, hpa_ms, paxdb"
EIF2S2	3	"peptideatlas, hpa_ms, paxdb"
EIF3E	3	"peptideatlas, hpa_ms, paxdb"
EIF3F	3	"peptideatlas, hpa_ms, paxdb"
EIF3G	3	"peptideatlas, hpa_ms, paxdb"
EIF3H	3	"peptideatlas, hpa_ms, paxdb"
EIF3I	3	"peptideatlas, hpa_ms, paxdb"
EIF3K	3	"peptideatlas, hpa_ms, paxdb"
EIF3L	3	"peptideatlas, hpa_ms, paxdb"
EIF3M	3	"peptideatlas, hpa_ms, paxdb"
EIF4E	3	"peptideatlas, hpa_ms, paxdb"
EIF4G2	3	"peptideatlas, hpa_ms, paxdb"
EIF4G3	3	"peptideatlas, hpa_ms, paxdb"
EIF4H	3	"peptideatlas, hpa_ms, paxdb"
EIF5	3	"peptideatlas, hpa_ms, paxdb"
EIF5B	3	"peptideatlas, hpa_ms, paxdb"
EIF6	3	"peptideatlas, hpa_ms, paxdb"
ELANE	3	"peptideatlas, hpa_ms, paxdb"
ELAVL1	3	"peptideatlas, hpa_ms, paxdb"
ELFN1	3	"peptideatlas, hpa_ms, paxdb"
ELOB	3	"peptideatlas, hpa_ms, paxdb"
ELOC	3	"peptideatlas, hpa_ms, paxdb"
EMC1	3	"peptideatlas, hpa_ms, paxdb"
EMC2	3	"peptideatlas, hpa_ms, paxdb"
EMCN	3	"peptideatlas, hpa_ms, paxdb"
EMD	3	"peptideatlas, hpa_ms, paxdb"
EML4	3	"peptideatlas, hpa_ms, paxdb"
ENAM	3	"peptideatlas, hpa_ms, paxdb"
ENOPH1	3	"peptideatlas, hpa_ms, paxdb"
ENOSF1	3	"peptideatlas, hpa_ms, paxdb"
ENPP1	3	"peptideatlas, hpa_ms, quantms"
ENPP6	3	"peptideatlas, hpa_ms, paxdb"
ENSA	3	"peptideatlas, hpa_ms, paxdb"
ENTPD1	3	"peptideatlas, hpa_ms, paxdb"
EPHA5	3	"peptideatlas, hpa_ms, paxdb"
EPHB6	3	"peptideatlas, paxdb, quantms"
EPHX1	3	"peptideatlas, hpa_ms, paxdb"
EPN1	3	"peptideatlas, paxdb, quantms"
EPPK1	3	"peptideatlas, hpa_ms, paxdb"
EPRS1	3	"peptideatlas, hpa_ms, paxdb"
EPS15L1	3	"peptideatlas, hpa_ms, paxdb"
ERH	3	"peptideatlas, hpa_ms, paxdb"
ERO1A	3	"peptideatlas, hpa_ms, paxdb"
ERVH48-1	3	"peptideatlas, hpa_ms, quantms"
ERVMER34-1	3	"peptideatlas, hpa_ms, paxdb"
ESYT1	3	"peptideatlas, hpa_ms, paxdb"
ETF1	3	"peptideatlas, hpa_ms, paxdb"
ETFA	3	"peptideatlas, hpa_ms, paxdb"
ETFB	3	"peptideatlas, hpa_ms, paxdb"
ETFDH	3	"peptideatlas, gpmdb, paxdb"
EVPL	3	"peptideatlas, hpa_ms, paxdb"
EXOC4	3	"peptideatlas, hpa_ms, paxdb"
EXOSC7	3	"peptideatlas, hpa_ms, paxdb"
FAF1	3	"peptideatlas, hpa_ms, paxdb"
FAM107B	3	"peptideatlas, hpa_ms, paxdb"
FAM114A1	3	"peptideatlas, hpa_ms, paxdb"
FAM114A2	3	"peptideatlas, paxdb, quantms"
FAM120A	3	"peptideatlas, hpa_ms, paxdb"
FAM177A1	3	"peptideatlas, hpa_ms, paxdb"
FAM98A	3	"peptideatlas, hpa_ms, paxdb"
FAM98B	3	"peptideatlas, hpa_ms, paxdb"
FANCI	3	"peptideatlas, hpa_ms, paxdb"
FARSA	3	"peptideatlas, hpa_ms, paxdb"
FARSB	3	"peptideatlas, hpa_ms, paxdb"
FBL	3	"peptideatlas, hpa_ms, paxdb"
FBLN2	3	"peptideatlas, hpa_ms, paxdb"
FBLN7	3	"peptideatlas, hpa_ms, paxdb"
FBN3	3	"peptideatlas, hpa_ms, paxdb"
FBXO7	3	"peptideatlas, hpa_ms, paxdb"
FCAMR	3	"peptideatlas, hpa_ms, paxdb"
FERMT2	3	"peptideatlas, hpa_ms, paxdb"
FHL2	3	"peptideatlas, hpa_ms, paxdb"
FHOD1	3	"peptideatlas, hpa_ms, paxdb"
FKBP10	3	"peptideatlas, hpa_ms, paxdb"
FKBP11	3	"peptideatlas, hpa_ms, paxdb"
FKBP2	3	"peptideatlas, hpa_ms, gpmdb"
FKBP8	3	"peptideatlas, hpa_ms, paxdb"
FKBP9	3	"peptideatlas, hpa_ms, paxdb"
FLII	3	"peptideatlas, hpa_ms, paxdb"
FLOT1	3	"peptideatlas, hpa_ms, paxdb"
FLOT2	3	"peptideatlas, hpa_ms, paxdb"
FMNL1	3	"peptideatlas, hpa_ms, hpa_pea"
FN3K	3	"peptideatlas, hpa_ms, paxdb"
FN3KRP	3	"peptideatlas, hpa_ms, paxdb"
FNBP1L	3	"peptideatlas, paxdb, quantms"
FNTA	3	"peptideatlas, hpa_ms, paxdb"
FOLH1	3	"peptideatlas, paxdb, quantms"
FREM1	3	"peptideatlas, hpa_ms, quantms"
FTSJ3	3	"peptideatlas, hpa_ms, paxdb"
FUBP1	3	"peptideatlas, hpa_ms, paxdb"
FUBP3	3	"peptideatlas, hpa_ms, paxdb"
FUOM	3	"peptideatlas, hpa_ms, paxdb"
FUT1	3	"peptideatlas, hpa_ms, quantms"
FUT6	3	"peptideatlas, hpa_ms, paxdb"
G3BP2	3	"peptideatlas, hpa_ms, paxdb"
GALC	3	"peptideatlas, hpa_ms, paxdb"
GALE	3	"peptideatlas, hpa_ms, paxdb"
GALK2	3	"peptideatlas, hpa_ms, quantms"
GALNT16	3	"peptideatlas, hpa_ms, paxdb"
GAP43	3	"peptideatlas, hpa_ms, paxdb"
GAPVD1	3	"peptideatlas, hpa_ms, paxdb"
GARS1	3	"peptideatlas, hpa_ms, paxdb"
GASK1B	3	"peptideatlas, hpa_ms, paxdb"
GAST	3	"peptideatlas, hpa_ms, paxdb"
GBF1	3	"peptideatlas, hpa_ms, paxdb"
GBP1	3	"peptideatlas, hpa_ms, paxdb"
GCHFR	3	"peptideatlas, hpa_ms, paxdb"
GCLC	3	"peptideatlas, hpa_ms, quantms"
GCLM	3	"peptideatlas, hpa_ms, paxdb"
GCN1	3	"peptideatlas, hpa_ms, paxdb"
GCSH	3	"peptideatlas, hpa_ms, paxdb"
GDF11	3	"peptideatlas, hpa_ms, paxdb"
GEMIN5	3	"peptideatlas, hpa_ms, paxdb"
GET3	3	"peptideatlas, hpa_ms, paxdb"
GFM1	3	"peptideatlas, hpa_ms, paxdb"
GFPT1	3	"peptideatlas, hpa_ms, paxdb"
GFUS	3	"peptideatlas, hpa_ms, paxdb"
GGA1	3	"peptideatlas, hpa_pea, paxdb"
GGT6	3	"peptideatlas, hpa_ms, paxdb"
GLIPR1	3	"peptideatlas, hpa_ms, paxdb"
GLMN	3	"peptideatlas, hpa_ms, paxdb"
GLRX3	3	"peptideatlas, hpa_ms, paxdb"
GLS	3	"peptideatlas, hpa_ms, paxdb"
GLTP	3	"peptideatlas, hpa_ms, paxdb"
GLUL	3	"peptideatlas, hpa_ms, paxdb"
GMPPA	3	"peptideatlas, hpa_ms, paxdb"
GMPS	3	"peptideatlas, hpa_ms, paxdb"
GNAI1	3	"peptideatlas, hpa_ms, paxdb"
GNAI2	3	"peptideatlas, hpa_ms, paxdb"
GNAI3	3	"peptideatlas, hpa_ms, paxdb"
GNAO1	3	"peptideatlas, hpa_ms, paxdb"
GNG11	3	"peptideatlas, hpa_ms, paxdb"
GNG12	3	"peptideatlas, hpa_ms, paxdb"
GNG2	3	"peptideatlas, hpa_ms, paxdb"
GNG7	3	"peptideatlas, hpa_ms, paxdb"
GNL1	3	"peptideatlas, hpa_ms, paxdb"
GNL3	3	"peptideatlas, hpa_ms, paxdb"
GNMT	3	"peptideatlas, hpa_ms, paxdb"
GNPNAT1	3	"peptideatlas, hpa_ms, paxdb"
GOLPH3	3	"peptideatlas, hpa_ms, paxdb"
GON7	3	"peptideatlas, hpa_ms, paxdb"
GORASP2	3	"peptideatlas, hpa_ms, paxdb"
GP1BB	3	"peptideatlas, hpa_ms, paxdb"
GP9	3	"peptideatlas, hpa_ms, paxdb"
GPC4	3	"peptideatlas, hpa_ms, paxdb"
GPD2	3	"peptideatlas, hpa_ms, paxdb"
GPHN	3	"peptideatlas, hpa_ms, paxdb"
GPRC5C	3	"peptideatlas, hpa_ms, paxdb"
GPS1	3	"peptideatlas, hpa_ms, paxdb"
GPSM3	3	"peptideatlas, hpa_ms, paxdb"
GPX1	3	"peptideatlas, hpa_ms, paxdb"
GPX2	3	"peptideatlas, hpa_ms, paxdb"
GPX4	3	"peptideatlas, hpa_ms, paxdb"
GRAP	3	"peptideatlas, hpa_ms, paxdb"
GREM1	3	"peptideatlas, hpa_ms, quantms"
GSK3B	3	"peptideatlas, paxdb, quantms"
GSPT1	3	"peptideatlas, hpa_ms, paxdb"
GSTK1	3	"peptideatlas, hpa_ms, paxdb"
GSTM3	3	"peptideatlas, hpa_ms, paxdb"
GTF2I	3	"peptideatlas, hpa_ms, paxdb"
GTPBP1	3	"peptideatlas, hpa_ms, paxdb"
GTPBP4	3	"peptideatlas, hpa_ms, paxdb"
GUK1	3	"peptideatlas, hpa_ms, paxdb"
GYPA	3	"peptideatlas, hpa_ms, paxdb"
GYPC	3	"peptideatlas, hpa_ms, paxdb"
GZMM	3	"peptideatlas, hpa_ms, paxdb"
H1-0	3	"peptideatlas, hpa_ms, paxdb"
H1-10	3	"peptideatlas, hpa_ms, paxdb"
H1-2	3	"peptideatlas, hpa_ms, paxdb"
H1-3	3	"peptideatlas, hpa_ms, paxdb"
