gene	databases_count	databases_list
AGA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AGR3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
AGT	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AHNAK	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AHSG	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AK1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, quantms"
AKR1A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AKR1B1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
ALAD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ALDH1L1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ALDOC	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ALG13	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ALPL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AMIGO2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ANGPT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ANGPT2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ANGPTL1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
ANGPTL3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ANGPTL4	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ANK2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ANTXR1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ANTXR2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ANXA1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ANXA5	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
AOC1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
APCS	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APLP1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
APLP2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APMAP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOA1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOA2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOA4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOA5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOC1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOC2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOC3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOE	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APOL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APPL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
APRT	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
ARHGAP18	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARHGDIA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARHGDIB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARPC2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARPC3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARPC4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARPC5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ARSA	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ASAH1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ASAH2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ASGR1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ASGR2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ASL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ASMTL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ASS1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ATIC	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ATP6AP2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ATP6V1D	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ATRN	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
AZGP1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
B4GAT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
BAG3	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
BAG6	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
BASP1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BCAN	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
BCHE	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BCL2L13	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BHMT	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BID	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
BIN2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, quantms"
BMP1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BPGM	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BPIFA1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BPIFB2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BSG	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
BST2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
BTD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
BTK	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C1QC	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C1RL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C1S	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C4A	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C4B	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C4BPA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C6	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C7	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C8A	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C8B	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
C9	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CA1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CA12	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CA2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CACNA2D1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CACNA2D2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CADM1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CALCA	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CALD1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CALML3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CALML5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CALR	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CALU	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAMK2B	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAMK2G	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAMP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAND1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CANT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CANX	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAP1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAPN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAPN2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAPNS1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAPZA1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAPZA2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAPZB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CASP14	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CAST	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CBL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CCDC126	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CCDC80	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CCL15	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CCL21	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CCL28	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CCN1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CCN2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CCN3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CCT2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CCT3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CCT4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CCT7	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CD163L1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CD1C	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD200R1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD248	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CD27	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CD276	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD302	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD33	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD34	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD40LG	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD44	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CD46	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD58	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD5L	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CD84	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD8A	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CD9	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CDC42	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CDH13	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CDH15	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CDH17	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CDH6	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CDHR1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CDHR5	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CDON	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CEACAM1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CEACAM8	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CES2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CES3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CETP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFH	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFHR1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFHR2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFHR3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFHR4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFHR5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFI	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CFP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CGREF1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CHGA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CHRDL2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLC	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLEC11A	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLEC1B	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLEC3B	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CLIC1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CLMP	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLPS	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CLSTN2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLTA	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CLU	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CMPK1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CNBP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CNN2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CNPY2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CNTN2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CNTN3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CNTN5	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
COCH	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL12A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL15A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL1A2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL2A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL3A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL4A1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
COL4A2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL5A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL5A2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL5A3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL6A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL7A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COL9A1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
COLEC12	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
COMT	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CORO1B	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CORO1C	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
COTL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CPA1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CPA2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CPB1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CPB2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CPE	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CPN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CPN2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CPPED1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CPQ	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CPXM1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CR2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CREG1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CRIM1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CRISP3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CRISPLD1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CRLF3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CRYZ	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CSF1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CSF1R	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CSPG4	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CSRP1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CSTA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CTBS	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CTSA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CTSD	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
CTSF	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CTSV	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CTTN	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
CXCL12	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
CXCL17	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DAB2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
DAG1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, quantms"
DAPP1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DBH	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DCBLD2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DCD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DCN	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DCTN1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
DDC	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DDR1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DLD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DLK1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DMBT1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DNER	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DNPEP	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DNPH1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DOK1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DPEP1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
DPT	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DPYSL2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DSC1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DSC3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DSG1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
DSG3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
DUSP3	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
ECI1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ECM1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EEF1G	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EEF2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EFNA1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
EFNB1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EHD1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EHD3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EIF4A2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EIF4B	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
EIF4G1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
EMILIN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
EMILIN2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ENDOD1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ENO2	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
ENO3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ENPP7	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ENTPD6	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
EPHB4	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
EPS8L2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ERAP1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ERBB2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ERBB3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ERBB4	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ERBIN	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
ESD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
ESM1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
F10	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F11	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F12	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F13A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F13B	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F2	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F5	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
F8	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FABP6	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FAH	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FAM171A1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FAM3B	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FAP	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FAS	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FAT1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FBLN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FBN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FCER2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FCGR2A	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
FCN3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FCRL5	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FERMT3	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FGB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FGFBP1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FGFR1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FGFR2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FGG	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FGL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FKBP1A	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FLNA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FLNB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FLNC	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FLRT2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FLT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FLT3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FLT4	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FN1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FOLR1	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
FRZB	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FST	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FSTL1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FSTL3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FTH1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FTL	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
FUT8	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
FYN	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
G6PD	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GAL	5	"peptideatlas, hpa_ms, hpa_pea, gpmdb, paxdb"
GALNS	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GALNT10	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
GALNT3	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
GALNT7	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
GANAB	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GAPDH	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GAS6	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
GATM	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GBE1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GC	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GCA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GCNT1	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
GDA	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
GDF2	5	"peptideatlas, hpa_ms, hpa_pea, paxdb, quantms"
GDI1	5	"peptideatlas, hpa_ms, gpmdb, paxdb, quantms"
