"Gene","Concentration","Database","Category","CellType","Dataset","Source_ID","Gene_Dataset"
"PIH1D1",26.01697923,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIH1D1_PXD040957"
"PIK3AP1",84348511.5625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3AP1_PXD004352"
"PIK3C2A",76044012.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3C2A_PXD004352"
"PIK3C2A",23.1134992933333,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3C2A_PXD040957"
"PIK3C2B",83357453.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3C2B_PXD004352"
"PIK3C2B",21.9506924625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3C2B_PXD040957"
"PIK3C3",511036625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3C3_PXD004352"
"PIK3C3",11167,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3C3_PXD025174"
"PIK3C3",26.6233181775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3C3_PXD040957"
"PIK3CA",295345834.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3CA_PXD004352"
"PIK3CA",23.9647829433333,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3CA_PXD040957"
"PIK3CB",25.21459411,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3CB_PXD040957"
"PIK3CD",2751698125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3CD_PXD004352"
"PIK3CD",110271,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3CD_PXD025174"
"PIK3CD",30.0878351325,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3CD_PXD040957"
"PIK3CG",310549531.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3CG_PXD004352"
"PIK3CG",10075,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3CG_PXD025174"
"PIK3CG",24.604954125,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3CG_PXD040957"
"PIK3IP1",26843628.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3IP1_PXD004352"
"PIK3R1",2469589687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3R1_PXD004352"
"PIK3R1",140815,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3R1_PXD025174"
"PIK3R1",29.92345053,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3R1_PXD040957"
"PIK3R2",28821946.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3R2_PXD004352"
"PIK3R2",21.84464136,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3R2_PXD040957"
"PIK3R4",819623500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3R4_PXD004352"
"PIK3R4",7712,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3R4_PXD025174"
"PIK3R4",27.00765477,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3R4_PXD040957"
"PIK3R5",68631203.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3R5_PXD004352"
"PIK3R5",1326,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3R5_PXD025174"
"PIK3R5",22.2416292625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIK3R5_PXD040957"
"PIK3R6",47329196.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIK3R6_PXD004352"
"PIK3R6",2776,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIK3R6_PXD025174"
"PIKFYVE",153919093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIKFYVE_PXD004352"
"PIKFYVE",23.3456684225,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIKFYVE_PXD040957"
"PILRA",1837718.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PILRA_PXD004352"
"PIM1",14092593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIM1_PXD004352"
"PIM2",3014968.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIM2_PXD004352"
"PIN1",717620000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIN1_PXD004352"
"PIN1",716571,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIN1_PXD025174"
"PIN1",27.1265880375,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIN1_PXD040957"
"PIN4",455062187.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIN4_PXD004352"
"PIN4",214605,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIN4_PXD025174"
"PIN4",27.1556794575,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIN4_PXD040957"
"PINX1",238240468.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PINX1_PXD004352"
"PINX1",26.1212592125,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PINX1_PXD040957"
"PIP",5413050,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP_PXD004352"
"PIP",5581,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIP_PXD025174"
"PIP4K2A",4112807812.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP4K2A_PXD004352"
"PIP4K2A",357661,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIP4K2A_PXD025174"
"PIP4K2A",30.1322558775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIP4K2A_PXD040957"
"PIP4K2B",598109750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP4K2B_PXD004352"
"PIP4K2B",13664,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIP4K2B_PXD025174"
"PIP4K2B",27.3404549675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIP4K2B_PXD040957"
"PIP4K2C",367900593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP4K2C_PXD004352"
"PIP4K2C",15218,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PIP4K2C_PXD025174"
"PIP4K2C",26.13210452,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIP4K2C_PXD040957"
"PIP5K1A",99871621.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP5K1A_PXD004352"
"PIP5K1A",24.381782065,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIP5K1A_PXD040957"
"PIP5K1B",12614687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP5K1B_PXD004352"
"PIP5K1C",91554371.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIP5K1C_PXD004352"
"PIR",7018828.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PIR_PXD004352"
"PIR",24.3439696466667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PIR_PXD040957"
"PISD",147699050,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PISD_PXD004352"
"PISD",25.270578565,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PISD_PXD040957"
"PITHD1",829672968.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITHD1_PXD004352"
"PITHD1",100735,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PITHD1_PXD025174"
"PITHD1",28.101003295,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PITHD1_PXD040957"
"PITPNA",1038166562.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITPNA_PXD004352"
"PITPNA",27.179852465,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PITPNA_PXD040957"
"PITPNB",1569980281.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITPNB_PXD004352"
"PITPNB",419831,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PITPNB_PXD025174"
"PITPNB",28.3587722475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PITPNB_PXD040957"
"PITPNC1",142491196.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITPNC1_PXD004352"
"PITPNC1",25.05684866,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PITPNC1_PXD040957"
"PITPNM1",373189318.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITPNM1_PXD004352"
"PITPNM1",26.780993295,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PITPNM1_PXD040957"
"PITPNM2",83390175,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITPNM2_PXD004352"
"PITRM1",2608976875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PITRM1_PXD004352"
"PITRM1",72885,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PITRM1_PXD025174"
"PITRM1",29.175616145,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PITRM1_PXD040957"
"PJA2",30017068.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PJA2_PXD004352"
"PJA2",22.0156117666667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PJA2_PXD040957"
"PKHD1L1",170784678.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKHD1L1_PXD004352"
"PKIA",4191290.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKIA_PXD004352"
"PKIG",1795271.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKIG_PXD004352"
"PKLR",3969665.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKLR_PXD004352"
"PKM",8.585e+10,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKM_PXD004352"
"PKM",30.243960075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PKM_PXD040957"
"PKMYT1",35289309.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKMYT1_PXD004352"
"PKN1",2180943437.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKN1_PXD004352"
"PKN1",127137,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PKN1_PXD025174"
"PKN1",28.828503075,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PKN1_PXD040957"
"PKN2",93699818.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKN2_PXD004352"
"PKN2",22.9696587266667,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PKN2_PXD040957"
"PKNOX1",30683234.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKNOX1_PXD004352"
"PKP1",47433093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKP1_PXD004352"
"PKP1",2482,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PKP1_PXD025174"
"PKP2",34088156.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PKP2_PXD004352"
"PLA2G15",89047928.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLA2G15_PXD004352"
"PLA2G4A",8062228.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLA2G4A_PXD004352"
"PLA2G6",11235137.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLA2G6_PXD004352"
"PLA2G7",5885323.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLA2G7_PXD004352"
"PLAA",1895872500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLAA_PXD004352"
"PLAA",67495,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLAA_PXD025174"
"PLAA",28.5931833675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLAA_PXD040957"
"PLAC8",7933696.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLAC8_PXD004352"
"PLAGL2",2787146.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLAGL2_PXD004352"
"PLAT",1204556.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLAT_PXD004352"
"PLAU",6427087.4375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLAU_PXD004352"
"PLAUR",25824956.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLAUR_PXD004352"
"PLBD1",60887103.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLBD1_PXD004352"
"PLBD2",327121093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLBD2_PXD004352"
"PLBD2",16968,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLBD2_PXD025174"
"PLBD2",25.8547918775,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLBD2_PXD040957"
"PLCB1",3054584.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCB1_PXD004352"
"PLCB2",677638046.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCB2_PXD004352"
"PLCB2",18009,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLCB2_PXD025174"
"PLCB2",27.176917935,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLCB2_PXD040957"
"PLCB3",182528686.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCB3_PXD004352"
"PLCB3",803,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLCB3_PXD025174"
"PLCB4",18865000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCB4_PXD004352"
"PLCD1",254985937.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCD1_PXD004352"
"PLCG1",2316989687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCG1_PXD004352"
"PLCG1",127102,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLCG1_PXD025174"
"PLCG1",29.6579812475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLCG1_PXD040957"
"PLCG2",828187500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCG2_PXD004352"
"PLCG2",18053,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLCG2_PXD025174"
"PLCG2",22.89337088,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLCG2_PXD040957"
"PLCH2",96581556.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCH2_PXD004352"
"PLCL1",48782825,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCL1_PXD004352"
"PLCL1",24.9362332675,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLCL1_PXD040957"
"PLCL2",618432500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCL2_PXD004352"
"PLCL2",19955,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLCL2_PXD025174"
"PLCL2",26.9369119275,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLCL2_PXD040957"
"PLCZ1",8495050,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLCZ1_PXD004352"
"PLD1",26464018.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLD1_PXD004352"
"PLD2",4252971.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLD2_PXD004352"
"PLD3",74335283.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLD3_PXD004352"
"PLD3",49428,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLD3_PXD025174"
"PLD3",24.1558795333333,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLD3_PXD040957"
"PLD4",54329196.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLD4_PXD004352"
"PLD6",2120500,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLD6_PXD004352"
"PLEC",40929228125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEC_PXD004352"
"PLEC",33.5650030525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEC_PXD040957"
"PLEK",2731190593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEK_PXD004352"
"PLEK",13624,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLEK_PXD025174"
"PLEK",23.64494416,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEK_PXD040957"
"PLEKHA1",213867000,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHA1_PXD004352"
"PLEKHA1",26.0063507575,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHA1_PXD040957"
"PLEKHA2",493240718.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHA2_PXD004352"
"PLEKHA2",72408,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLEKHA2_PXD025174"
"PLEKHA2",25.5779250325,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHA2_PXD040957"
"PLEKHA3",839312.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHA3_PXD004352"
"PLEKHA4",46817940.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHA4_PXD004352"
"PLEKHA5",43478925,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHA5_PXD004352"
"PLEKHB2",3543375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHB2_PXD004352"
"PLEKHD1",36886794.0625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHD1_PXD004352"
"PLEKHF1",987027593.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHF1_PXD004352"
"PLEKHF1",166572,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLEKHF1_PXD025174"
"PLEKHF1",26.15598978,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHF1_PXD040957"
"PLEKHF2",122923450,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHF2_PXD004352"
"PLEKHF2",24.072645295,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHF2_PXD040957"
"PLEKHG1",18572720.9375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHG1_PXD004352"
"PLEKHG2",14894356.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHG2_PXD004352"
"PLEKHG3",168271968.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHG3_PXD004352"
"PLEKHM1",8938087.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHM1_PXD004352"
"PLEKHM2",26584809.375,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHM2_PXD004352"
"PLEKHM2",22.17691958,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHM2_PXD040957"
"PLEKHO1",53179700,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHO1_PXD004352"
"PLEKHO1",9754,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLEKHO1_PXD025174"
"PLEKHO1",21.652676385,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHO1_PXD040957"
"PLEKHO2",703054093.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLEKHO2_PXD004352"
"PLEKHO2",88104,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLEKHO2_PXD025174"
"PLEKHO2",25.87041774,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLEKHO2_PXD040957"
"PLG",6826709843.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLG_PXD004352"
"PLG",228361,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLG_PXD025174"
"PLG",27.269321815,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLG_PXD040957"
"PLGRKT",1024250687.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLGRKT_PXD004352"
"PLGRKT",84508,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLGRKT_PXD025174"
"PLGRKT",28.1368203475,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLGRKT_PXD040957"
"PLIN2",85488136.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLIN2_PXD004352"
"PLIN3",1277557256.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLIN3_PXD004352"
"PLIN3",33744,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLIN3_PXD025174"
"PLIN3",28.09449494,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLIN3_PXD040957"
"PLK1",242170128.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLK1_PXD004352"
"PLK1",23.676893525,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLK1_PXD040957"
"PLOD1",90513056.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLOD1_PXD004352"
"PLOD3",96802981.25,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLOD3_PXD004352"
"PLP2",704375750,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLP2_PXD004352"
"PLP2",181605,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLP2_PXD025174"
"PLP2",27.63132543,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLP2_PXD040957"
"PLRG1",1931079062.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLRG1_PXD004352"
"PLRG1",152776,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLRG1_PXD025174"
"PLRG1",28.794791215,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLRG1_PXD040957"
"PLS1",74586040.625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLS1_PXD004352"
"PLS1",2306,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLS1_PXD025174"
"PLS1",24.0109338425,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLS1_PXD040957"
"PLS3",31032037.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLS3_PXD004352"
"PLS3",22.5559971125,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLS3_PXD040957"
"PLSCR1",18617521.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLSCR1_PXD004352"
"PLSCR1",19937,"ProteomeXchange","CellType","CD8","PXD025174","PXD025174_CD8","PLSCR1_PXD025174"
"PLSCR3",24.3759603625,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLSCR3_PXD040957"
"PLTP",113680403.125,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLTP_PXD004352"
"PLTP",24.09532344,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLTP_PXD040957"
"PLVAP",38886719.0625,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLVAP_PXD004352"
"PLXDC2",1232987.5,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLXDC2_PXD004352"
"PLXNA1",19872143.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLXNA1_PXD004352"
"PLXNA1",27.7897314533333,"ProteomeXchange","CellType","CD8","PXD040957","PXD040957_CD8","PLXNA1_PXD040957"
"PLXNA4",20764271.875,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLXNA4_PXD004352"
"PLXNB2",347426468.75,"ProteomeXchange","CellType","CD8","PXD004352","PXD004352_CD8","PLXNB2_PXD004352"
